Language_ID	Feature_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
lama1278	GB014	nan	0.0	n		nan	nan	nan
lama1278	GB020	nan	3.0	n	DIST demonstrative me'enen marks definiteness	N&K2007: 62	nan	nan
lama1278	GB021	Is an indefinite NP obligatorily accompanied by an indefinite (or non-specific) article?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, It exists but it is not obligatory, Same as numeral 'one'
lama1278	GB022	Are there prenominal articles?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, The definite article is prenominal, The indefinite article is prenominal, The definite article is a prefix, The indefinite article is a prefix
lama1278	GB023	Are there postnominal articles?	?	Not known		nan	2:y;1: present;0: absent;3:n	Not mentioned, The definite article is postnominal, The indefinite article is postnominal, The definite article is a suffix, The indefinite article is a suffix
lama1278	GB024	nan	4.0	2		nan	nan	nan
lama1278	GB025	nan	5.0	2		nan	nan	nan
lama1278	GB026	nan	2.0	n		nan	nan	nan
lama1278	GB027	nan	3.0	n	both use no'on 'and'	N&K2007: 94, 113	nan	nan
lama1278	GB028	nan	2.0	y		nan	nan	nan
lama1278	GB029	nan	0.0	n		nan	nan	nan
lama1278	GB030	nan	2.0	n		nan	nan	nan
lama1278	GB031	nan	2.0	n		nan	nan	nan
lama1278	GB032	nan	2.0	n		nan	nan	nan
lama1278	GB033	nan	0.0	n		nan	nan	nan
lama1278	GB034	nan	2.0	n		nan	nan	nan
lama1278	GB035	nan	3.0	n	only PROX and DIST	N&K2007: 21	nan	nan
lama1278	GB036	Is elevation morphologically marked in demonstratives?	?	Not known		nan	4:?;2:y;1: present;0: absent;3:n	Not mentioned
lama1278	GB037	nan	2.0	n		nan	nan	nan
lama1278	GB038	nan	2.0	n		nan	nan	nan
lama1278	GB039	nan	2.0	n		nan	nan	nan
lama1278	GB040	Are there declensions (partly) determined by gender of the noun?	?	Not known		nan	0:n	nan
lama1278	GB041	nan	2.0	n		nan	nan	nan
lama1278	GB042	nan	2.0	n		nan	nan	nan
lama1278	GB043	nan	2.0	n		nan	nan	nan
lama1278	GB044	nan	2.0	n		N&K2007:44	nan	nan
lama1278	GB045	Is number marking prohibited on certain (types of) nouns?	?	Not known		nan	2:?;1:y;0:n	nan
lama1278	GB046	nan	5.0	?		nan	nan	nan
lama1278	GB047	nan	2.0	n	there are some nominalizations indicating states, but the prefix men- also derives other types of nominalizations	N&K2007:54-55	nan	nan
lama1278	GB048	nan	2.0	n	not productive	nan	nan	nan
lama1278	GB049	nan	2.0	n	not productive	nan	nan	nan
lama1278	GB050	nan	1.0	n	there are numeral classifiers but they are optional	N&K2007: 29	nan	nan
lama1278	GB051	Is sex a relevant category in any noun class/gender system?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
lama1278	GB052	Is shape a relevant category in any noun class/gender system?	?	Not known		nan	2:y;1: present;0: absent;3:n	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
lama1278	GB053	Is animacy (without reference to sex) a relevant category in any noun class/gender system?	?	Not known		nan	2:y;1: present;0: absent;3:n	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
lama1278	GB054	Is plant status a relevant category in any noun class/gender system?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
lama1278	GB055	Does the language only have a gender distinction in 3rd person pronouns?	?	Not known		nan	0:n	nan
lama1278	GB056	Is there concord within the NP, i.e. agreement of elements within the NP with the noun class of a noun?	?	Not known		nan	1:y;0:n	nan
lama1278	GB057	nan	3.0	y	optional	N&K2007:29	nan	nan
lama1278	GB058	nan	2.0	n		nan	nan	nan
lama1278	GB059	nan	2.0	y		nan	nan	nan
lama1278	GB060	nan	0.0	y		nan	nan	nan
lama1278	GB061	nan	3.0	n		nan	nan	nan
lama1278	GB062	nan	3.0	y		nan	nan	nan
lama1278	GB063	nan	2.0	n		nan	nan	nan
lama1278	GB064	nan	2.0	y		nan	nan	nan
lama1278	GB065	nan	6.0	3		nan	nan	nan
lama1278	GB066	nan	1.0	y		N&K2007:23-27	nan	nan
lama1278	GB067	nan	1.0	1		nan	nan	nan
lama1278	GB068	nan	2.0	y		N&K2007:33	nan	nan
lama1278	GB069	nan	3.0	n		N&K2007:33	nan	nan
lama1278	GB070	nan	2.0	n		nan	nan	nan
lama1278	GB071	nan	2.0	n		nan	nan	nan
lama1278	GB072	nan	2.0	n		nan	nan	nan
lama1278	GB073	nan	2.0	n		nan	nan	nan
lama1278	GB074	nan	4.0	y	pe 'to, in, on, LOC'	N&K2007:89-90	nan	nan
lama1278	GB075	nan	2.0	n		nan	nan	nan
lama1278	GB076	nan	2.0	n		nan	nan	nan
lama1278	GB077	nan	3.0	y		nan	nan	nan
lama1278	GB078	nan	0.0	n	there are no directional adpositions, there are directionals that combine with prepositions	N&K2007: 89-92	nan	nan
lama1278	GB079	nan	2.0	n		nan	nan	nan
lama1278	GB080	nan	3.0	n		nan	nan	nan
lama1278	GB081	nan	3.0	y		N&K2007:52	nan	nan
lama1278	GB082	nan	2.0	n		nan	nan	nan
lama1278	GB083	nan	2.0	n		nan	nan	nan
lama1278	GB084	nan	2.0	n		nan	nan	nan
lama1278	GB085	Are there multiple past or future tenses, distinguishing distance from Time of Reference, marked on the verb?	?	Not known		nan	0:n	nan
lama1278	GB086	nan	3.0	n		nan	nan	nan
lama1278	GB087	nan	2.0	n		nan	nan	nan
lama1278	GB088	nan	2.0	n		nan	nan	nan
lama1278	GB089	nan	3.0	y		nan	nan	nan
lama1278	GB090	nan	3.0	n		nan	nan	nan
lama1278	GB091	nan	2.0	n		nan	nan	nan
lama1278	GB092	nan	3.0	y	the A prefix obligatorily marks the agent (A) of vowel-initial transitive verbs, e.g. a’an ‘make’, -itə ‘sleep with’, -olin ‘improve’	N&K2007: 98, 32	nan	nan
lama1278	GB093	nan	3.0	y		nan	nan	nan
lama1278	GB094	nan	3.0	n		nan	nan	nan
lama1278	GB095	Are variations in marking strategies of core participants based on TAM distinctions?	?	Not known		nan	3:y;1: present;0: absent;2:n	Not mentioned
lama1278	GB096	Are variations in marking strategies of core participants based on verb classes?	?	Not known		nan	2:y;1: present;0: absent;3:n	Not mentioned
lama1278	GB097	Are variations in marking strategies of core participants based on clause type, e.g. main vs. subordinate?	?	Not known		nan	4:?;3:no data;0: absent;1: present;2:n	Not mentioned
lama1278	GB098	Are variations in marking strategies of core participants based on person distinctions?	?	Not known		nan	3:y;1: present;0: absent;2:n	Not mentioned
lama1278	GB099	nan	2.0	n		nan	nan	nan
lama1278	GB100	nan	0.0	n		nan	nan	nan
lama1278	GB101	nan	0.0	n		nan	nan	nan
lama1278	GB102	nan	0.0	n		nan	nan	nan
lama1278	GB103	nan	3.0	y	suffix -ro	N&K2007:14	nan	nan
lama1278	GB104	nan	2.0	n		nan	nan	nan
lama1278	GB105	nan	3.0	n	must be preceded by  nein 'for (P), give (V)'	N&K2007:139	nan	nan
